1.924067382812500000e+02;2.043940544128417969e+01
1.465388946533203125e+02;3.942317962646484375e+01
8.774945831298828125e+01;1.961701202392578125e+01
6.623081207275390625e+01;2.413173866271972656e+01
5.941632843017578125e+01;4.012802505493164062e+01
7.027227020263671875e+01;7.792269897460937500e+01
9.158475494384765625e+01;1.100203018188476562e+02
1.178624496459960938e+02;1.129796829223632812e+02
1.382440490722656250e+02;1.371679992675781250e+02
1.414039306640625000e+02;2.284325561523437500e+02
9.164676666259765625e+01;1.663541107177734375e+02
9.773591613769531250e+01;1.574558715820312500e+02
5.344180679321289062e+01;1.314848937988281250e+02
1.521457672119140625e+01;1.430441894531250000e+02
1.736326217651367188e+01;2.402407073974609375e+02
5.601995849609375000e+01;2.430663757324218750e+02
4.807981109619140625e+01;2.709680786132812500e+02
4.368920516967773438e+01;3.054722900390625000e+02
3.813123321533203125e+01;3.531484680175781250e+02
8.846775054931640625e+01;3.840507202148437500e+02
9.878990173339843750e+01;3.845925903320312500e+02
1.309237670898437500e+02;3.511491699218750000e+02
1.356377105712890625e+02;3.258410034179687500e+02
1.723088378906250000e+02;3.443963317871093750e+02
1.921186065673828125e+02;3.141839904785156250e+02
2.243182678222656250e+02;3.124677429199218750e+02
2.207044982910156250e+02;2.700819702148437500e+02
2.408251800537109375e+02;2.815141296386718750e+02
2.469281311035156250e+02;3.224613342285156250e+02
2.693669128417968750e+02;3.674763488769531250e+02
2.830054321289062500e+02;3.764439392089843750e+02
2.823036193847656250e+02;4.268380432128906250e+02
2.555566253662109375e+02;4.488651733398437500e+02
2.288325195312500000e+02;4.104461975097656250e+02
2.167010803222656250e+02;4.664816284179687500e+02
1.978969268798828125e+02;5.123889160156250000e+02
1.897506256103515625e+02;4.603815307617187500e+02
1.446002960205078125e+02;4.574224243164062500e+02
1.414506988525390625e+02;4.852478027343750000e+02
1.414875793457031250e+02;5.048184814453125000e+02
1.186631469726562500e+02;5.087129211425781250e+02
1.127478790283203125e+02;5.294177856445312500e+02
5.877669906616210938e+01;5.071712341308593750e+02
1.046531143188476562e+02;4.828224792480468750e+02
7.946534729003906250e+01;4.459641723632812500e+02
5.452489852905273438e+01;4.385515441894531250e+02
2.276427078247070312e+01;4.555339965820312500e+02
1.002609539031982422e+01;4.889310607910156250e+02
2.264710426330566406e+01;5.262470092773437500e+02
3.743935012817382812e+01;5.412090454101562500e+02
4.991867828369140625e+01;5.414350585937500000e+02
5.975373840332031250e+01;5.516322021484375000e+02
4.253314590454101562e+01;6.563645019531250000e+02
7.263298797607421875e+01;6.457852172851562500e+02
1.018685607910156250e+02;6.350986938476562500e+02
1.430606384277343750e+02;6.317200927734375000e+02
1.936611328125000000e+02;6.697432250976562500e+02
1.765941619873046875e+02;6.485239868164062500e+02
2.123725128173828125e+02;5.949216918945312500e+02
2.995881347656250000e+02;5.305889892578125000e+02
3.431693725585937500e+02;5.093123474121093750e+02
3.224224548339843750e+02;5.503165283203125000e+02
3.423580017089843750e+02;5.993880004882812500e+02
3.529658508300781250e+02;6.667872924804687500e+02
3.547242736816406250e+02;6.854045410156250000e+02
3.956913757324218750e+02;6.995375976562500000e+02
4.322642211914062500e+02;6.294092407226562500e+02
4.848029785156250000e+02;6.770730590820312500e+02
5.629049072265625000e+02;6.700382080078125000e+02
5.310291137695312500e+02;6.123875122070312500e+02
4.864648437500000000e+02;5.930429687500000000e+02
4.988065490722656250e+02;5.762102661132812500e+02
4.614114685058593750e+02;5.305255126953125000e+02
3.961274719238281250e+02;5.394647827148437500e+02
3.967741394042968750e+02;4.607557067871093750e+02
3.906972961425781250e+02;4.239774169921875000e+02
3.504245605468750000e+02;4.206531066894531250e+02
3.589170532226562500e+02;4.044670410156250000e+02
3.985504455566406250e+02;3.926493225097656250e+02
3.816537170410156250e+02;3.603337707519531250e+02
4.572628784179687500e+02;3.500164184570312500e+02
4.757345886230468750e+02;3.857844543457031250e+02
4.883117980957031250e+02;4.374869384765625000e+02
4.758975524902343750e+02;4.685392761230468750e+02
5.651618041992187500e+02;4.291598205566406250e+02
5.374663696289062500e+02;4.725842285156250000e+02
5.307319946289062500e+02;5.040670166015625000e+02
5.712189941406250000e+02;5.302617187500000000e+02
5.590156860351562500e+02;5.608867187500000000e+02
5.576070556640625000e+02;5.953184814453125000e+02
5.881968383789062500e+02;5.805947265625000000e+02
5.793265380859375000e+02;6.010359497070312500e+02
6.343178710937500000e+02;6.128291625976562500e+02
6.589133911132812500e+02;5.839575195312500000e+02
