0.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000000e+00;4.976220130920410156e+00
2.000000000000000000e+00;4.975757122039794922e+00
3.000000000000000000e+00;4.975294113159179688e+00
4.000000000000000000e+00;4.974832057952880859e+00
5.000000000000000000e+00;4.974370479583740234e+00
6.000000000000000000e+00;4.973909378051757812e+00
7.000000000000000000e+00;4.973448276519775391e+00
8.000000000000000000e+00;4.972988128662109375e+00
9.000000000000000000e+00;4.972528457641601562e+00
1.000000000000000000e+01;4.972069263458251953e+00
1.100000000000000000e+01;4.971610069274902344e+00
1.200000000000000000e+01;4.971151828765869141e+00
1.300000000000000000e+01;4.970694065093994141e+00
1.400000000000000000e+01;4.970236301422119141e+00
1.500000000000000000e+01;4.969779491424560547e+00
1.600000000000000000e+01;4.969322681427001953e+00
1.700000000000000000e+01;4.968866825103759766e+00
1.800000000000000000e+01;4.968410968780517578e+00
1.900000000000000000e+01;4.967956066131591797e+00
2.000000000000000000e+01;4.967501163482666016e+00
2.100000000000000000e+01;4.967047214508056641e+00
2.200000000000000000e+01;4.966593265533447266e+00
2.300000000000000000e+01;4.966139793395996094e+00
2.400000000000000000e+01;4.965686798095703125e+00
2.500000000000000000e+01;4.965234756469726562e+00
2.600000000000000000e+01;4.964782714843750000e+00
2.700000000000000000e+01;4.964331150054931641e+00
2.800000000000000000e+01;4.963880062103271484e+00
2.900000000000000000e+01;4.963429450988769531e+00
3.000000000000000000e+01;4.962979316711425781e+00
3.100000000000000000e+01;4.962529182434082031e+00
3.200000000000000000e+01;4.962080001831054688e+00
3.300000000000000000e+01;4.961631298065185547e+00
3.400000000000000000e+01;4.961183071136474609e+00
3.500000000000000000e+01;4.960734844207763672e+00
3.600000000000000000e+01;4.960287570953369141e+00
3.700000000000000000e+01;4.959840297698974609e+00
3.800000000000000000e+01;4.959393978118896484e+00
3.900000000000000000e+01;4.958947658538818359e+00
4.000000000000000000e+01;4.958501815795898438e+00
4.100000000000000000e+01;4.958056449890136719e+00
4.200000000000000000e+01;4.957611560821533203e+00
4.300000000000000000e+01;4.957167148590087891e+00
4.400000000000000000e+01;4.956723213195800781e+00
4.500000000000000000e+01;4.956279754638671875e+00
4.600000000000000000e+01;4.955836772918701172e+00
4.700000000000000000e+01;4.955394268035888672e+00
4.800000000000000000e+01;4.954951763153076172e+00
4.900000000000000000e+01;4.954510211944580078e+00
5.000000000000000000e+01;4.954068660736083984e+00
5.100000000000000000e+01;4.953627586364746094e+00
5.200000000000000000e+01;4.953187465667724609e+00
5.300000000000000000e+01;4.952747344970703125e+00
5.400000000000000000e+01;4.952307701110839844e+00
5.500000000000000000e+01;4.951868534088134766e+00
5.600000000000000000e+01;4.951429367065429688e+00
5.700000000000000000e+01;4.950991153717041016e+00
5.800000000000000000e+01;4.950553417205810547e+00
5.900000000000000000e+01;4.950115680694580078e+00
6.000000000000000000e+01;4.949678897857666016e+00
6.100000000000000000e+01;4.949242115020751953e+00
6.200000000000000000e+01;4.948805809020996094e+00
6.300000000000000000e+01;4.948369979858398438e+00
6.400000000000000000e+01;4.947934627532958984e+00
6.500000000000000000e+01;4.947499752044677734e+00
6.600000000000000000e+01;4.947065353393554688e+00
6.700000000000000000e+01;4.946630954742431641e+00
6.800000000000000000e+01;4.946197509765625000e+00
6.900000000000000000e+01;4.945764064788818359e+00
7.000000000000000000e+01;4.945331096649169922e+00
7.100000000000000000e+01;4.944898605346679688e+00
7.200000000000000000e+01;4.944466590881347656e+00
7.300000000000000000e+01;4.944035053253173828e+00
7.400000000000000000e+01;4.943603992462158203e+00
7.500000000000000000e+01;4.943172931671142578e+00
7.600000000000000000e+01;4.942742824554443359e+00
7.700000000000000000e+01;4.942312717437744141e+00
7.800000000000000000e+01;4.941883087158203125e+00
7.900000000000000000e+01;4.941453933715820312e+00
8.000000000000000000e+01;4.941025257110595703e+00
8.100000000000000000e+01;4.940597057342529297e+00
8.200000000000000000e+01;4.940168857574462891e+00
8.300000000000000000e+01;4.939741611480712891e+00
8.400000000000000000e+01;4.939314365386962891e+00
8.500000000000000000e+01;4.938887596130371094e+00
8.600000000000000000e+01;4.938461303710937500e+00
8.700000000000000000e+01;4.938035488128662109e+00
8.800000000000000000e+01;4.937610149383544922e+00
8.900000000000000000e+01;4.937184810638427734e+00
9.000000000000000000e+01;4.936759948730468750e+00
9.100000000000000000e+01;4.936336040496826172e+00
9.200000000000000000e+01;4.935912132263183594e+00
9.300000000000000000e+01;4.935488700866699219e+00
9.400000000000000000e+01;4.935065269470214844e+00
9.500000000000000000e+01;4.934642791748046875e+00
9.600000000000000000e+01;4.934220314025878906e+00
9.700000000000000000e+01;4.933798789978027344e+00
9.800000000000000000e+01;4.933377265930175781e+00
9.900000000000000000e+01;4.932955741882324219e+00
1.000000000000000000e+02;4.932535171508789062e+00
1.010000000000000000e+02;4.932115077972412109e+00
1.020000000000000000e+02;4.931694984436035156e+00
1.030000000000000000e+02;4.931275367736816406e+00
1.040000000000000000e+02;4.930856227874755859e+00
1.050000000000000000e+02;4.930437564849853516e+00
1.060000000000000000e+02;4.930019378662109375e+00
1.070000000000000000e+02;4.929601192474365234e+00
1.080000000000000000e+02;4.929183959960937500e+00
1.090000000000000000e+02;4.928766727447509766e+00
1.100000000000000000e+02;4.928349971771240234e+00
